query,template_family,station,intent,origin,destination,transport_mode,information_type,slots_reviewed,language,script,source,split
शेनॉय नगर से वडापलानी तक बस चल रही है?,service_availability:running_active,SHENOY_NAGAR,service_availability,SHENOY_NAGAR,VADAPALANI,bus,,False,hi,devanagari,template_combinatorial,train
guindy se last metro kab nikalti hai?,service_timing:last_service,GUINDY,service_timing,GUINDY,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
aakhiri bus kab chhutti hai?,service_timing:night_last,,service_timing,,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
little mount night last metro time?,service_timing:night_metro,LITTLE_MOUNT,service_timing,LITTLE_MOUNT,,,timing,False,hinglish,latin_hinglish,template_combinatorial,train
लोकल ट्रेन की फ्रिक्वेंसी क्या है?,service_timing:frequency_word,,service_timing,,,suburban_rail,timing,False,hi,devanagari,template_combinatorial,train
meenambakkam se last bus kab nikalti hai?,service_timing:last_service,MEENAMBAKKAM,service_timing,MEENAMBAKKAM,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
सुबह चेन्नई बीच से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,CHENNAI_BEACH,service_timing,CHENNAI_BEACH,,,timing,False,hi,devanagari,template_combinatorial,train
रविवार को बस किस समय शुरू होती है?,service_timing:sunday_timing,,service_timing,,,bus,timing,False,hi,devanagari,template_combinatorial,train
ag dms se next bus kab aayegi?,service_timing:next_service,AG_DMS,service_timing,AG_DMS,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
thousand lights se last metro kab nikalti hai?,service_timing:last_service,THOUSAND_LIGHTS,service_timing,THOUSAND_LIGHTS,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
koyambedu se last bus kab nikalti hai?,service_timing:last_service,KOYAMBEDU,service_timing,KOYAMBEDU,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
aakhiri local train kab chhutti hai?,service_timing:night_last,,service_timing,,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
chennai beach se last bus kab nikalti hai?,service_timing:last_service,CHENNAI_BEACH,service_timing,CHENNAI_BEACH,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
रात को आखिरी बस का समय क्या है?,service_timing:night_last,,service_timing,,,bus,timing,False,hi,devanagari,template_combinatorial,train
कोयम्बेडु से आखिरी ट्रेन कब छूटती है?,service_timing:last_service,KOYAMBEDU,service_timing,KOYAMBEDU,,railway,timing,False,hi,devanagari,template_combinatorial,train
त्योहार के दिन मेट्रो के समय में क्या बदलाव होता है?,service_timing:holiday_timing,,service_timing,,,metro,timing,False,hi,devanagari,template_combinatorial,train
सुबह सीएमबीटी से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,CMBT,service_timing,CMBT,,,timing,False,hi,devanagari,template_combinatorial,train
हवाई अड्डा से पहली बस कितने बजे है?,service_timing:first_service,CHENNAI_AIRPORT,service_timing,CHENNAI_AIRPORT,,bus,timing,False,hi,devanagari,template_combinatorial,train
chennai metro morning opening time kya hai?,service_timing:morning_metro,,service_timing,,,,timing,False,hinglish,latin_hinglish,template_combinatorial,train
सुबह वेलाचेरी से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,VELACHERY,service_timing,VELACHERY,,,timing,False,hi,devanagari,template_combinatorial,train
कोयम्बेडु मार्केट स्टेशन से सुबह पहली ट्रेन कब है?,service_timing:morning_first,KOYAMBEDU,service_timing,KOYAMBEDU,,,timing,False,hi,devanagari,template_combinatorial,train
vadapalani se last bus kab nikalti hai?,service_timing:last_service,VADAPALANI,service_timing,VADAPALANI,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
ट्रेन की फ्रिक्वेंसी क्या है?,service_timing:frequency_word,,service_timing,,,railway,timing,False,hi,devanagari,template_combinatorial,train
st thomas mount se first metro kitne baje hai?,service_timing:first_service,ST_THOMAS_MOUNT,service_timing,ST_THOMAS_MOUNT,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
सुबह सेंट थॉमस माउंट से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,ST_THOMAS_MOUNT,service_timing,ST_THOMAS_MOUNT,,,timing,False,hi,devanagari,template_combinatorial,train
st thomas mount se next train kab aayegi?,service_timing:next_service,ST_THOMAS_MOUNT,service_timing,ST_THOMAS_MOUNT,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
aakhiri train kab chhutti hai?,service_timing:night_last,,service_timing,,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
त्योहार के दिन लोकल ट्रेन के समय में क्या बदलाव होता है?,service_timing:holiday_timing,,service_timing,,,suburban_rail,timing,False,hi,devanagari,template_combinatorial,train
cmbt se first metro kitne baje hai?,service_timing:first_service,CMBT,service_timing,CMBT,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
रविवार को लोकल ट्रेन किस समय शुरू होती है?,service_timing:sunday_timing,,service_timing,,,suburban_rail,timing,False,hi,devanagari,template_combinatorial,train
t nagar night last metro time?,service_timing:night_metro,NANDANAM,service_timing,NANDANAM,,,timing,False,hinglish,latin_hinglish,template_combinatorial,train
shenoy nagar night last metro time?,service_timing:night_metro,SHENOY_NAGAR,service_timing,SHENOY_NAGAR,,,timing,False,hinglish,latin_hinglish,template_combinatorial,train
alandur se last train kab nikalti hai?,service_timing:last_service,ALANDUR,service_timing,ALANDUR,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
lic se first metro kitne baje hai?,service_timing:first_service,LIC,service_timing,LIC,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
त्योहार के दिन बस के समय में क्या बदलाव होता है?,service_timing:holiday_timing,,service_timing,,,bus,timing,False,hi,devanagari,template_combinatorial,train
thousand lights se first metro kitne baje hai?,service_timing:first_service,THOUSAND_LIGHTS,service_timing,THOUSAND_LIGHTS,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
thirumangalam se next local train kab aayegi?,service_timing:next_service,THIRUMANGALAM,service_timing,THIRUMANGALAM,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
weekend timing for bus in chennai?,service_timing:weekend_timing,,service_timing,,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
वडापलानी से आखिरी लोकल ट्रेन कब छूटती है?,service_timing:last_service,VADAPALANI,service_timing,VADAPALANI,,suburban_rail,timing,False,hi,devanagari,template_combinatorial,train
पीक आवर्स में मेट्रो कितनी देर में आती है?,service_timing:peakhour_headway,,service_timing,,,metro,timing,False,hi,devanagari,template_combinatorial,train
कोयम्बेडु मार्केट से तेनामपेट के लिए अगली बस कब है?,service_timing:next_service,KOYAMBEDU,service_timing,KOYAMBEDU,TEYNAMPET,bus,timing,False,hi,devanagari,template_combinatorial,train
weekend timing for train in chennai?,service_timing:weekend_timing,,service_timing,,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
लिटिल माउंट से आखिरी लोकल ट्रेन कब छूटती है?,service_timing:last_service,LITTLE_MOUNT,service_timing,LITTLE_MOUNT,,suburban_rail,timing,False,hi,devanagari,template_combinatorial,train
रात में हाई कोर्ट पर लास्ट मेट्रो कितने बजे मिलती है?,service_timing:night_metro,HIGH_COURT,service_timing,HIGH_COURT,,,timing,False,hi,devanagari,template_combinatorial,train
weekend timing for metro in chennai?,service_timing:weekend_timing,,service_timing,,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
कोयम्बेडु से आखिरी बस कब छूटती है?,service_timing:last_service,KOYAMBEDU,service_timing,KOYAMBEDU,,bus,timing,False,hi,devanagari,template_combinatorial,train
रात को आखिरी ट्रेन का समय क्या है?,service_timing:night_last,,service_timing,,,railway,timing,False,hi,devanagari,template_combinatorial,train
government estate se first train kitne baje hai?,service_timing:first_service,GOVERNMENT_ESTATE,service_timing,GOVERNMENT_ESTATE,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
चेन्नई एयरपोर्ट स्टेशन से सुबह पहली ट्रेन कब है?,service_timing:morning_first,CHENNAI_AIRPORT,service_timing,CHENNAI_AIRPORT,,,timing,False,hi,devanagari,template_combinatorial,train
aakhiri metro kab chhutti hai?,service_timing:night_last,,service_timing,,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
cmbt se first train kitne baje hai?,service_timing:first_service,CMBT,service_timing,CMBT,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
एलआईसी से पहली बस कितने बजे है?,service_timing:first_service,LIC,service_timing,LIC,,bus,timing,False,hi,devanagari,template_combinatorial,train
tambaram night last metro time?,service_timing:night_metro,TAMBARAM,service_timing,TAMBARAM,,,timing,False,hinglish,latin_hinglish,template_combinatorial,train
ताम्बरम स्टेशन से सुबह पहली ट्रेन कब है?,service_timing:morning_first,TAMBARAM,service_timing,TAMBARAM,,,timing,False,hi,devanagari,template_combinatorial,train
सुबह टी नगर से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,NANDANAM,service_timing,NANDANAM,,,timing,False,hi,devanagari,template_combinatorial,train
guindy se last train kab nikalti hai?,service_timing:last_service,GUINDY,service_timing,GUINDY,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
रात को आखिरी लोकल ट्रेन का समय क्या है?,service_timing:night_last,,service_timing,,,suburban_rail,timing,False,hi,devanagari,template_combinatorial,train
त्योहार के दिन ट्रेन के समय में क्या बदलाव होता है?,service_timing:holiday_timing,,service_timing,,,railway,timing,False,hi,devanagari,template_combinatorial,train
मेट्रो की फ्रिक्वेंसी क्या है?,service_timing:frequency_word,,service_timing,,,metro,timing,False,hi,devanagari,template_combinatorial,train
टी नगर स्टेशन से सुबह पहली ट्रेन कब है?,service_timing:morning_first,NANDANAM,service_timing,NANDANAM,,,timing,False,hi,devanagari,template_combinatorial,train
थाउजेंड लाइट्स से पहली मेट्रो कितने बजे है?,service_timing:first_service,THOUSAND_LIGHTS,service_timing,THOUSAND_LIGHTS,,metro,timing,False,hi,devanagari,template_combinatorial,train
तिरुमंगलम से एग्मोर के लिए अगली बस कब है?,service_timing:next_service,THIRUMANGALAM,service_timing,THIRUMANGALAM,CHENNAI_EGMORE,bus,timing,False,hi,devanagari,template_combinatorial,train
high court se first local train kitne baje hai?,service_timing:first_service,HIGH_COURT,service_timing,HIGH_COURT,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
little mount se last metro kab nikalti hai?,service_timing:last_service,LITTLE_MOUNT,service_timing,LITTLE_MOUNT,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
ag dms night last metro time?,service_timing:night_metro,AG_DMS,service_timing,AG_DMS,,,timing,False,hinglish,latin_hinglish,template_combinatorial,train
रविवार को ट्रेन किस समय शुरू होती है?,service_timing:sunday_timing,,service_timing,,,railway,timing,False,hi,devanagari,template_combinatorial,train
वेलाचेरी से पहली ट्रेन कितने बजे है?,service_timing:first_service,VELACHERY,service_timing,VELACHERY,,railway,timing,False,hi,devanagari,template_combinatorial,train
teynampet se first bus kitne baje hai?,service_timing:first_service,TEYNAMPET,service_timing,TEYNAMPET,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
airport se last train kab nikalti hai?,service_timing:last_service,CHENNAI_AIRPORT,service_timing,CHENNAI_AIRPORT,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
रविवार को मेट्रो किस समय शुरू होती है?,service_timing:sunday_timing,,service_timing,,,metro,timing,False,hi,devanagari,template_combinatorial,train
एलआईसी से आखिरी बस कब छूटती है?,service_timing:last_service,LIC,service_timing,LIC,,bus,timing,False,hi,devanagari,template_combinatorial,train
रात को आखिरी मेट्रो का समय क्या है?,service_timing:night_last,,service_timing,,,metro,timing,False,hi,devanagari,template_combinatorial,train
chennai central se last local train kab nikalti hai?,service_timing:last_service,CHENNAI_CENTRAL,service_timing,CHENNAI_CENTRAL,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
सुबह एग्मोर से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,CHENNAI_EGMORE,service_timing,CHENNAI_EGMORE,,,timing,False,hi,devanagari,template_combinatorial,train
tambaram se first bus kitne baje hai?,service_timing:first_service,TAMBARAM,service_timing,TAMBARAM,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
lic se first local train kitne baje hai?,service_timing:first_service,LIC,service_timing,LIC,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
नेहरू पार्क से पहली लोकल ट्रेन कितने बजे है?,service_timing:first_service,NEHRU_PARK,service_timing,NEHRU_PARK,,suburban_rail,timing,False,hi,devanagari,template_combinatorial,train
हाई कोर्ट से पहली बस कितने बजे है?,service_timing:first_service,HIGH_COURT,service_timing,HIGH_COURT,,bus,timing,False,hi,devanagari,template_combinatorial,train
shenoy nagar se first train kitne baje hai?,service_timing:first_service,SHENOY_NAGAR,service_timing,SHENOY_NAGAR,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
st thomas mount se next metro kab aayegi?,service_timing:next_service,ST_THOMAS_MOUNT,service_timing,ST_THOMAS_MOUNT,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
meenambakkam se next local train kab aayegi?,service_timing:next_service,MEENAMBAKKAM,service_timing,MEENAMBAKKAM,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
nehru park se last train kab nikalti hai?,service_timing:last_service,NEHRU_PARK,service_timing,NEHRU_PARK,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
central railway station se next train kab aayegi?,service_timing:next_service,CHENNAI_CENTRAL,service_timing,CHENNAI_CENTRAL,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
सेंट्रल स्टेशन से सुबह पहली ट्रेन कब है?,service_timing:morning_first,CHENNAI_CENTRAL,service_timing,CHENNAI_CENTRAL,,,timing,False,hi,devanagari,template_combinatorial,train
government estate se next bus kab aayegi?,service_timing:next_service,GOVERNMENT_ESTATE,service_timing,GOVERNMENT_ESTATE,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
nehru park se last bus kab nikalti hai?,service_timing:last_service,NEHRU_PARK,service_timing,NEHRU_PARK,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
egmore se last train kab nikalti hai?,service_timing:last_service,CHENNAI_EGMORE,service_timing,CHENNAI_EGMORE,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
t nagar se first train kitne baje hai?,service_timing:first_service,NANDANAM,service_timing,NANDANAM,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
anna nagar se first bus kitne baje hai?,service_timing:first_service,ANNA_NAGAR,service_timing,ANNA_NAGAR,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
रात में गवर्नमेंट एस्टेट पर लास्ट मेट्रो कितने बजे मिलती है?,service_timing:night_metro,GOVERNMENT_ESTATE,service_timing,GOVERNMENT_ESTATE,,,timing,False,hi,devanagari,template_combinatorial,train
सुबह एलआईसी से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,LIC,service_timing,LIC,,,timing,False,hi,devanagari,template_combinatorial,train
रात में वेलाचेरी पर लास्ट मेट्रो कितने बजे मिलती है?,service_timing:night_metro,VELACHERY,service_timing,VELACHERY,,,timing,False,hi,devanagari,template_combinatorial,train
सुबह कोयम्बेडु मार्केट से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,KOYAMBEDU,service_timing,KOYAMBEDU,,,timing,False,hi,devanagari,template_combinatorial,train
guindy night last metro time?,service_timing:night_metro,GUINDY,service_timing,GUINDY,,,timing,False,hinglish,latin_hinglish,template_combinatorial,train
ag dms se first train kitne baje hai?,service_timing:first_service,AG_DMS,service_timing,AG_DMS,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
रात में एजी-डीएमएस पर लास्ट मेट्रो कितने बजे मिलती है?,service_timing:night_metro,AG_DMS,service_timing,AG_DMS,,,timing,False,hi,devanagari,template_combinatorial,train
weekend timing for local train in chennai?,service_timing:weekend_timing,,service_timing,,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
आलंदूर स्टेशन से सुबह पहली ट्रेन कब है?,service_timing:morning_first,ALANDUR,service_timing,ALANDUR,,,timing,False,hi,devanagari,template_combinatorial,train
पीक आवर्स में ट्रेन कितनी देर में आती है?,service_timing:peakhour_headway,,service_timing,,,railway,timing,False,hi,devanagari,template_combinatorial,train
nandanam se first train kitne baje hai?,service_timing:first_service,NANDANAM,service_timing,NANDANAM,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
रात में तेनामपेट पर लास्ट मेट्रो कितने बजे मिलती है?,service_timing:night_metro,TEYNAMPET,service_timing,TEYNAMPET,,,timing,False,hi,devanagari,template_combinatorial,train
alandur se next bus kab aayegi?,service_timing:next_service,ALANDUR,service_timing,ALANDUR,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
पीक आवर्स में बस कितनी देर में आती है?,service_timing:peakhour_headway,,service_timing,,,bus,timing,False,hi,devanagari,template_combinatorial,train
alandur se last bus kab nikalti hai?,service_timing:last_service,ALANDUR,service_timing,ALANDUR,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
government estate se first metro kitne baje hai?,service_timing:first_service,GOVERNMENT_ESTATE,service_timing,GOVERNMENT_ESTATE,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
चेन्नई सेंट्रल से पहली मेट्रो कितने बजे है?,service_timing:first_service,CHENNAI_CENTRAL,service_timing,CHENNAI_CENTRAL,,metro,timing,False,hi,devanagari,template_combinatorial,train
central railway station se last metro kab nikalti hai?,service_timing:last_service,CHENNAI_CENTRAL,service_timing,CHENNAI_CENTRAL,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
ag dms se last local train kab nikalti hai?,service_timing:last_service,AG_DMS,service_timing,AG_DMS,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
shenoy nagar se next bus kab aayegi?,service_timing:next_service,SHENOY_NAGAR,service_timing,SHENOY_NAGAR,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
सुबह थाउजेंड लाइट्स से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,THOUSAND_LIGHTS,service_timing,THOUSAND_LIGHTS,,,timing,False,hi,devanagari,template_combinatorial,train
lic se last local train kab nikalti hai?,service_timing:last_service,LIC,service_timing,LIC,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
टी नगर से आखिरी ट्रेन कब छूटती है?,service_timing:last_service,NANDANAM,service_timing,NANDANAM,,railway,timing,False,hi,devanagari,template_combinatorial,train
vadapalani se first bus kitne baje hai?,service_timing:first_service,VADAPALANI,service_timing,VADAPALANI,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
सुबह ताम्बरम से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,TAMBARAM,service_timing,TAMBARAM,,,timing,False,hi,devanagari,template_combinatorial,train
central se next local train kab aayegi?,service_timing:next_service,CHENNAI_CENTRAL,service_timing,CHENNAI_CENTRAL,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
airport night last metro time?,service_timing:night_metro,CHENNAI_AIRPORT,service_timing,CHENNAI_AIRPORT,,,timing,False,hinglish,latin_hinglish,template_combinatorial,train
anna nagar se first train kitne baje hai?,service_timing:first_service,ANNA_NAGAR,service_timing,ANNA_NAGAR,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
koyambedu night last metro time?,service_timing:night_metro,KOYAMBEDU,service_timing,KOYAMBEDU,,,timing,False,hinglish,latin_hinglish,template_combinatorial,train
वेलाचेरी से किल्पॉक के लिए अगली बस कब है?,service_timing:next_service,VELACHERY,service_timing,VELACHERY,KILPAUK,bus,timing,False,hi,devanagari,template_combinatorial,train
airport se first train kitne baje hai?,service_timing:first_service,CHENNAI_AIRPORT,service_timing,CHENNAI_AIRPORT,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
सीएमबीटी से आखिरी लोकल ट्रेन कब छूटती है?,service_timing:last_service,CMBT,service_timing,CMBT,,suburban_rail,timing,False,hi,devanagari,template_combinatorial,train
kilpauk se next metro kab aayegi?,service_timing:next_service,KILPAUK,service_timing,KILPAUK,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
koyambedu se first metro kitne baje hai?,service_timing:first_service,KOYAMBEDU,service_timing,KOYAMBEDU,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
गवर्नमेंट एस्टेट से पहली बस कितने बजे है?,service_timing:first_service,GOVERNMENT_ESTATE,service_timing,GOVERNMENT_ESTATE,,bus,timing,False,hi,devanagari,template_combinatorial,train
बस की फ्रिक्वेंसी क्या है?,service_timing:frequency_word,,service_timing,,,bus,timing,False,hi,devanagari,template_combinatorial,train
little mount se last local train kab nikalti hai?,service_timing:last_service,LITTLE_MOUNT,service_timing,LITTLE_MOUNT,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
shenoy nagar se last local train kab nikalti hai?,service_timing:last_service,SHENOY_NAGAR,service_timing,SHENOY_NAGAR,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
रात में हवाई अड्डा पर लास्ट मेट्रो कितने बजे मिलती है?,service_timing:night_metro,CHENNAI_AIRPORT,service_timing,CHENNAI_AIRPORT,,,timing,False,hi,devanagari,template_combinatorial,train
guindy se next bus kab aayegi?,service_timing:next_service,GUINDY,service_timing,GUINDY,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
गिंडी से आखिरी ट्रेन कब छूटती है?,service_timing:last_service,GUINDY,service_timing,GUINDY,,railway,timing,False,hi,devanagari,template_combinatorial,train
सीएमबीटी स्टेशन से सुबह पहली ट्रेन कब है?,service_timing:morning_first,CMBT,service_timing,CMBT,,,timing,False,hi,devanagari,template_combinatorial,train
थाउजेंड लाइट्स से अन्ना नगर के लिए अगली ट्रेन कब है?,service_timing:next_service,THOUSAND_LIGHTS,service_timing,THOUSAND_LIGHTS,ANNA_NAGAR,railway,timing,False,hi,devanagari,template_combinatorial,train
chennai egmore se next local train kab aayegi?,service_timing:next_service,CHENNAI_EGMORE,service_timing,CHENNAI_EGMORE,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
ashok nagar night last metro time?,service_timing:night_metro,ASHOK_NAGAR,service_timing,ASHOK_NAGAR,,,timing,False,hinglish,latin_hinglish,template_combinatorial,train
alandur night last metro time?,service_timing:night_metro,ALANDUR,service_timing,ALANDUR,,,timing,False,hinglish,latin_hinglish,template_combinatorial,train
सेंट थॉमस माउंट से पहली लोकल ट्रेन कितने बजे है?,service_timing:first_service,ST_THOMAS_MOUNT,service_timing,ST_THOMAS_MOUNT,,suburban_rail,timing,False,hi,devanagari,template_combinatorial,train
nehru park se first train kitne baje hai?,service_timing:first_service,NEHRU_PARK,service_timing,NEHRU_PARK,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
रात में गिंडी पर लास्ट मेट्रो कितने बजे मिलती है?,service_timing:night_metro,GUINDY,service_timing,GUINDY,,,timing,False,hi,devanagari,template_combinatorial,train
thousand lights night last metro time?,service_timing:night_metro,THOUSAND_LIGHTS,service_timing,THOUSAND_LIGHTS,,,timing,False,hinglish,latin_hinglish,template_combinatorial,train
chennai airport se first metro kitne baje hai?,service_timing:first_service,CHENNAI_AIRPORT,service_timing,CHENNAI_AIRPORT,,metro,timing,False,hinglish,latin_hinglish,template_combinatorial,train
alandur se first train kitne baje hai?,service_timing:first_service,ALANDUR,service_timing,ALANDUR,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
सुबह तेनामपेट से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,TEYNAMPET,service_timing,TEYNAMPET,,,timing,False,hi,devanagari,template_combinatorial,train
थाउजेंड लाइट्स से आखिरी ट्रेन कब छूटती है?,service_timing:last_service,THOUSAND_LIGHTS,service_timing,THOUSAND_LIGHTS,,railway,timing,False,hi,devanagari,template_combinatorial,train
किल्पॉक से पहली मेट्रो कितने बजे है?,service_timing:first_service,KILPAUK,service_timing,KILPAUK,,metro,timing,False,hi,devanagari,template_combinatorial,train
सुबह चेन्नई सेंट्रल से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,CHENNAI_CENTRAL,service_timing,CHENNAI_CENTRAL,,,timing,False,hi,devanagari,template_combinatorial,train
ashok nagar se last train kab nikalti hai?,service_timing:last_service,ASHOK_NAGAR,service_timing,ASHOK_NAGAR,,railway,timing,False,hinglish,latin_hinglish,template_combinatorial,train
आलंदूर से एयरपोर्ट के लिए अगली मेट्रो कब है?,service_timing:next_service,ALANDUR,service_timing,ALANDUR,CHENNAI_AIRPORT,metro,timing,False,hi,devanagari,template_combinatorial,train
तेनामपेट स्टेशन से सुबह पहली ट्रेन कब है?,service_timing:morning_first,TEYNAMPET,service_timing,TEYNAMPET,,,timing,False,hi,devanagari,template_combinatorial,train
thousand lights se first local train kitne baje hai?,service_timing:first_service,THOUSAND_LIGHTS,service_timing,THOUSAND_LIGHTS,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
ag dms se first bus kitne baje hai?,service_timing:first_service,AG_DMS,service_timing,AG_DMS,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
koyambedu se first bus kitne baje hai?,service_timing:first_service,KOYAMBEDU,service_timing,KOYAMBEDU,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
ashok nagar se next local train kab aayegi?,service_timing:next_service,ASHOK_NAGAR,service_timing,ASHOK_NAGAR,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
चेन्नई सेंट्रल स्टेशन से सुबह पहली ट्रेन कब है?,service_timing:morning_first,CHENNAI_CENTRAL,service_timing,CHENNAI_CENTRAL,,,timing,False,hi,devanagari,template_combinatorial,train
रात में कोयम्बेडु मार्केट पर लास्ट मेट्रो कितने बजे मिलती है?,service_timing:night_metro,KOYAMBEDU,service_timing,KOYAMBEDU,,,timing,False,hi,devanagari,template_combinatorial,train
चेन्नई एग्मोर स्टेशन से सुबह पहली ट्रेन कब है?,service_timing:morning_first,CHENNAI_EGMORE,service_timing,CHENNAI_EGMORE,,,timing,False,hi,devanagari,template_combinatorial,train
सुबह गवर्नमेंट एस्टेट से मेट्रो कितने बजे शुरू होती है?,service_timing:morning_metro,GOVERNMENT_ESTATE,service_timing,GOVERNMENT_ESTATE,,,timing,False,hi,devanagari,template_combinatorial,train
रात में चेन्नई बीच पर लास्ट मेट्रो कितने बजे मिलती है?,service_timing:night_metro,CHENNAI_BEACH,service_timing,CHENNAI_BEACH,,,timing,False,hi,devanagari,template_combinatorial,train
वेलाचेरी से पहली मेट्रो कितने बजे है?,service_timing:first_service,VELACHERY,service_timing,VELACHERY,,metro,timing,False,hi,devanagari,template_combinatorial,train
chennai airport se last local train kab nikalti hai?,service_timing:last_service,CHENNAI_AIRPORT,service_timing,CHENNAI_AIRPORT,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
हाई कोर्ट से हवाई अड्डा के लिए अगली ट्रेन कब है?,service_timing:next_service,HIGH_COURT,service_timing,HIGH_COURT,CHENNAI_AIRPORT,railway,timing,False,hi,devanagari,template_combinatorial,train
cmbt se next local train kab aayegi?,service_timing:next_service,CMBT,service_timing,CMBT,,suburban_rail,timing,False,hinglish,latin_hinglish,template_combinatorial,train
government estate se first bus kitne baje hai?,service_timing:first_service,GOVERNMENT_ESTATE,service_timing,GOVERNMENT_ESTATE,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
teynampet se last bus kab nikalti hai?,service_timing:last_service,TEYNAMPET,service_timing,TEYNAMPET,,bus,timing,False,hinglish,latin_hinglish,template_combinatorial,train
