annotation_id,taxonomy,query,reference_primary,model_primary,reference_acceptable,model_acceptable,reference_clarification,model_clarification,model_clarification_reasons,model_brief_justification,disagreement_flags,disagreement_score
ANN_B2_336,T2,वडपलनी से मेट्रो?,route_query,,route_query|service_availability|service_timing,route_query|service_availability|service_timing,True,True,intent_ambiguity,"The utterance 'वडपलनी से मेट्रो?' specifies an origin location and transit mode without any predicate verb or interrogative marker. It is genuinely ambiguous between checking if metro service operates from Vadapalani (service_availability), requesting route/journey directions (route_query), and inquiring about metro departure times (service_timing).",primary_mismatch,1
ANN_B2_337,T2,Perungalathur to anywhere metro?,route_query,service_availability,route_query|route_stops|service_availability,route_query|service_availability,True,False,,"The commuter query asks whether metro service operates from Perungalathur ('to anywhere metro?'), which semantically constitutes an inquiry into the existence or operational availability of that mode (service_availability). A secondary interpretation is an open-ended route query regarding reachable destinations (route_query).",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_338,T2,rout M1,route_stops,route_stops,route_stops|service_availability|service_timing,route_query|route_stops,True,False,,"The user query 'rout M1' specifies a designated transit route identifier ('M1') and requests its route details/itinerary. In the T2 taxonomy, inquiries regarding the route path, alignment, or stops of a designated service map primarily to 'route_stops', with general 'route_query' as a plausible secondary interpretation.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_340,T2,airport morning first,service_timing,service_timing,service_timing,service_timing,False,True,missing_slot,"The utterance 'airport morning first' expresses an inquiry regarding the earliest scheduled transit departure of the day (first service timing). While the intent clearly targets timetable information (service_timing), critical journey parameters such as origin location, direction (to or from Airport), and transit mode are omitted, necessitating slot clarification.",clarification_mismatch,1
ANN_B2_341,T2,कोयम्बैडु से मेट्रो,route_query,,route_query|service_availability|service_timing,route_query|service_availability|service_timing,True,True,intent_ambiguity,"The query 'कोयम्बैडु से मेट्रो' (Metro from Koyambedu) provides an origin location and transit mode but lacks an action verb or interrogative marker. It is semantically indeterminate between journey planning (route_query), departure schedule/timing (service_timing), and service operation check (service_availability), requiring clarification due to genuine intent ambiguity.",primary_mismatch,1
ANN_B2_346,T2,29C to mnadaveli,route_stops,,route_stops,route_query|route_stops|service_availability|service_timing,False,True,intent_ambiguity,"The utterance '29C to mnadaveli' is an underspecified telegraphic query providing only a route identifier ('29C') and a destination ('Mandaveli') without any predicate or intent marker. It is semantically indeterminate between inquiring whether Mandaveli is a stop on route 29C (route_stops), checking the scheduled timings of 29C towards Mandaveli (service_timing), asking if service operates on this corridor (service_availability), or requesting journey routing (route_query).",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_348,T2,सेंट्रल मेट्रो स्टेशन सुविधा,station_facilities,station_facilities,accessibility|interchange_query|station_facilities,station_facilities,True,False,,"The Hindi query 'सेंट्रल मेट्रो स्टेशन सुविधा' translates to 'Central Metro Station facilities/amenities', expressing an inquiry about passenger amenities and infrastructure at Central Metro Station without disability-specific cues.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_349,T2,बस 54 porur जाएगी?,route_stops,route_stops,route_stops,route_stops|service_availability,False,False,,"The commuter is asking whether bus route 54 goes to Porur, which functions primarily as a stop membership check for a designated transit route ('route_stops'). A secondary interpretation is verifying operational coverage/service existence to that destination ('service_availability').",acceptable_set_mismatch,1
ANN_B2_002,T3,Is Velachery stn open right now,mode_availability,,first_and_last_service|mode_availability|scheduled_departure,first_and_last_service|realtime_status_query,True,True,intent_ambiguity,"The utterance 'Is Velachery stn open right now' exhibits genuine semantic ambiguity between checking static operating schedule limits (whether the station is currently within its opening/closing hours under first_and_last_service) and requesting live operational status or disruption/closure information at the current moment (under realtime_status_query). Under Section 3.6, temporal wording alone does not imply realtime, yet the surface text does not provide sufficient context to determine whether the user intends scheduled hours or active real-time status, making neither candidate uniquely defensible as a primary label.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_005,T3,29C to mylapor,route_stop_membership,route_stop_membership,route_stop_membership,point_to_point_route|route_stop_membership|scheduled_departure,False,True,intent_ambiguity,"The utterance specifies a designated route ('29C') and a named stop ('mylapor'). The primary expressed meaning is checking route stop membership—whether route 29C serves Mylapore. However, because the telegraphic query lacks an explicit verb or interrogative marker, it could also plausibly express an inquiry for departure timings on 29C towards Mylapore or journey planning directions, requiring clarification.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_008,T3,Alandur से next train kab hai?,scheduled_departure,scheduled_departure,first_and_last_service|mode_availability|scheduled_departure,scheduled_departure,True,True,missing_slot,"The user is asking for the timing of the next train departure ('next timetable run') from Alandur, which falls under scheduled_departure. Clarification is required due to execution incompleteness (missing destination/direction slot), as Alandur serves multiple routes/directions.",acceptable_set_mismatch,1
ANN_B2_009,T3,Alandur se Egmore?,point_to_point_route,point_to_point_route,fare_calculation|interchange_transfer|mode_availability|point_to_point_route,point_to_point_route,True,False,,"The user query 'Alandur se Egmore?' specifies an origin ('Alandur') and a destination ('Egmore') in Hindi/Hinglish ('from Alandur to Egmore?'), expressing a straightforward journey planning inquiry between two points without mode constraints.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_012,T3,570 central junction?,route_stop_membership,route_stop_membership,route_stop_membership,route_stop_membership|scheduled_departure,False,False,,"The utterance combines a designated transit route identifier ('570') and a specific halt ('central junction') with an interrogative marker, primarily expressing an inquiry into whether the designated route serves or stops at that junction (route_stop_membership). Secondarily, it could colloquially be intended to check the timetable or departure timing of route 570 at that stop (scheduled_departure).",acceptable_set_mismatch,1
ANN_B2_014,T3,route 114,route_stop_sequence,,mode_availability|route_stop_sequence|scheduled_departure,route_stop_sequence|scheduled_departure,True,True,intent_ambiguity,"The utterance 'route 114' consists solely of a route identifier without any action predicate or functional modifier. It is semantically indeterminate between requesting the route's stop sequence/corridor list (route_stop_sequence) and its schedule/timetable departures (scheduled_departure). Per Gate B.3 guidelines on genuine semantic ambiguity, no single primary label is defensible.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_015,T3,whr shld i xchng btwn chpk and bch,interchange_transfer,interchange_transfer,interchange_transfer,interchange_transfer|point_to_point_route,False,False,,"The commuter specifically inquires where to make a transfer/exchange ('whr shld i xchng') between Chepauk and Beach, directly targeting line transfer and interchange logistics (interchange_transfer). Because the query specifies an origin-destination corridor, point_to_point_route is included as an acceptable secondary interpretation.",acceptable_set_mismatch,1
ANN_B2_020,T3,central से next train kab hai,scheduled_departure,scheduled_departure,first_and_last_service|mode_availability|scheduled_departure,scheduled_departure,True,True,missing_slot,"The query asks for the departure time of the upcoming service ('next train kab hai') from Central, which directly corresponds to scheduled_departure (next timetable run). Because the destination or route/line is not specified, a missing slot requires clarification.",acceptable_set_mismatch,1
ANN_B2_021,T3,Velachery bus schedule or route?,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|scheduled_departure,True,True,intent_ambiguity,"The user query explicitly presents an unresolved disjunction ('schedule or route?'), creating genuine semantic ambiguity between inquiring about timetable schedules (scheduled_departure) and transit journey routing (point_to_point_route). Because neither interpretation takes precedence, no single primary label is defensible.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_022,T3,कहाँ से बीच जाऊं?,point_to_point_route,point_to_point_route,mode_availability|point_to_point_route,point_to_point_route,True,True,missing_slot,"The commuter asks how/from where to travel to Beach ('कहाँ से बीच जाऊं?'), which expresses a journey planning intent (point_to_point_route). The origin location is unstated, representing execution incompleteness (missing slot) rather than genuine intent ambiguity.",acceptable_set_mismatch,1
ANN_B2_023,T3,can i use chennai metro smart card for discount on airport to central journey,ticketing_and_passes,ticketing_and_passes,ticketing_and_passes,fare_calculation|ticketing_and_passes,False,False,,"The inquiry specifically asks about the terms and policies of using a Chennai Metro smart card for fare discounts, which falls under ticketing policies, smart card rules, and concessions (ticketing_and_passes). Fare calculation is an acceptable secondary label due to the inquiry's focus on discount applicability to a journey.",acceptable_set_mismatch,1
ANN_B2_024,T3,chck hdwy and freq of dprtrs at klpk,service_frequency,service_frequency,service_frequency,service_frequency,False,True,missing_slot,"The query explicitly requests vehicle headway ('hdwy') and departure dispatch frequency ('freq of dprtrs') at Kilpauk ('klpk'), directly matching the service_frequency intent. Clarification is required due to missing transit mode, line, or route slots at the station.",clarification_mismatch,1
ANN_B2_025,T3,CMBT se Ariport?,point_to_point_route,point_to_point_route,fare_calculation|mode_availability|point_to_point_route|scheduled_departure,mode_availability|point_to_point_route,True,False,,"The utterance specifies an origin ('CMBT se' = from CMBT) and destination ('Ariport' = Airport), expressing a journey planning inquiry between two points without explicit multimodal constraints. Under T3 boundary rules, this maps primarily to point_to_point_route, with mode_availability admitted as a secondary acceptable interpretation due to the elliptical phrasing.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_027,T3,Egmore से next train kab h,scheduled_departure,scheduled_departure,first_and_last_service|mode_availability|scheduled_departure,scheduled_departure,True,True,missing_slot,"The commuter asks for the departure timing of the upcoming service ('next train kab h') from Egmore, which corresponds to scheduled_departure ('next timetable run'). Under Section 3.6, temporal terms without explicit demands for live GPS tracking, delays, or crowding do not qualify as realtime_status_query. Clarification is required due to execution incompleteness (missing destination/line slot from Egmore).",acceptable_set_mismatch,1
ANN_B2_029,T3,Thiruvanmiyur to anywhere metro?,point_to_point_route,mode_availability,mode_availability|point_to_point_route|route_stop_sequence,mode_availability|point_to_point_route,True,False,,"The utterance 'Thiruvanmiyur to anywhere metro?' functions semantically as an existential inquiry checking whether metro service operates or exists from Thiruvanmiyur to any destination, directly aligning with mode_availability. point_to_point_route is retained as a secondary acceptable candidate under an alternative reading of a journey planning request with an open destination.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_030,T3,क्रोमपेट से मेट्रो,point_to_point_route,,mode_availability|point_to_point_route|scheduled_departure,mode_availability|nearest_transport|point_to_point_route,True,True,intent_ambiguity,"The surface text 'क्रोमपेट से मेट्रो' ('Metro from Chromepet') is telegraphic and lacks a verb, question particle, or destination. It is genuinely ambiguous between checking operational service availability of metro from Chromepet (mode_availability), locating the nearest metro access point from Chromepet (nearest_transport), and initiating journey planning via metro from Chromepet (point_to_point_route). Under Section 4.1 and 4.2 guidelines for genuine intent ambiguity, no single primary label is defensible.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_032,T3,High Court bus schedule or route?,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|scheduled_departure,True,True,intent_ambiguity,"The query presents an explicit disjunction ('schedule or route?'), creating genuine semantic ambiguity between scheduled timetable departures (scheduled_departure) and transit journey routing (point_to_point_route). Under Section 4.1, because neither interpretation uniquely takes precedence as a primary intent, primary_label is null and clarification is required.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_034,T3,114 to nn ngr,route_stop_membership,route_stop_membership,route_stop_membership,point_to_point_route|route_stop_membership|scheduled_departure,False,True,intent_ambiguity,"The telegraphic query pairs a specific transit route ('114') with a destination stop ('nn ngr' / Anna Nagar) via 'to'. Semantically, this most directly expresses checking whether route 114 serves this designated stop (route_stop_membership). Due to the omission of an explicit verb, valid secondary interpretations include elliptical journey planning (point_to_point_route) or an inquiry regarding departure timetable/timings (scheduled_departure), requiring clarification.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_035,T3,कहाँ से कोयम्बेडु जाऊं?,point_to_point_route,point_to_point_route,mode_availability|point_to_point_route,point_to_point_route,True,True,missing_slot,"The commuter is asking how to travel to Koyambedu ('कोयम्बेडु जाऊं') but leaves the origin unspecified ('कहाँ से'). In accordance with Section 4.2, routing queries with an unspecified origin or destination have an unambiguous point_to_point_route intent with an execution gap marked as missing_slot.",acceptable_set_mismatch,1
ANN_B2_036,T3,Phoenix Marketcity metro se kaise pahuchein?,point_to_point_route,point_to_point_route,point_to_point_route,point_to_point_route,False,True,missing_slot,"The commuter query asks for directions to reach a destination ('Phoenix Marketcity') using the metro ('metro se kaise pahuchein?'), expressing a journey planning intent (point_to_point_route). Clarification is required because the origin location is missing.",clarification_mismatch,1
ANN_B2_037,T3,54 to kumananchavadi,route_stop_membership,route_stop_membership,route_stop_membership,point_to_point_route|route_stop_membership|scheduled_departure,False,True,intent_ambiguity,"The clipped surface text pairs a designated transit route ('54') with a specific destination halt ('kumananchavadi'). This most directly expresses an inquiry into whether route 54 serves Kumananchavadi (route_stop_membership). Because the utterance lacks an explicit verb or question particle, secondary interpretations such as journey planning (point_to_point_route) or departure schedule inquiries (scheduled_departure) remain plausible, necessitating clarification for intent ambiguity.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_040,T3,कहाँ से ब्रॉडवे जाऊं?,point_to_point_route,point_to_point_route,mode_availability|point_to_point_route,point_to_point_route,True,True,missing_slot,"The commuter expresses a clear journey planning intent to reach Broadway ('ब्रॉडवे जाऊं'), which maps to point_to_point_route. However, the origin location is unspecified ('कहाँ से' / 'from where'), constituting an execution incompleteness (missing origin slot) that requires clarification.",acceptable_set_mismatch,1
ANN_B2_041,T3,How do I travel to Vandalur Zoo using public transport?,point_to_point_route,point_to_point_route,point_to_point_route,point_to_point_route,False,True,missing_slot,"The commuter is requesting transit directions to reach Vandalur Zoo. Mentioning generic 'public transport' does not impose explicit multi-mode constraints, keeping the intent under point_to_point_route rather than multimodal_route. The absence of an origin point represents an execution gap (missing_slot) requiring clarification, while the primary intent remains unambiguous.",clarification_mismatch,1
ANN_B2_042,T3,आवादी से मेट्रो?,point_to_point_route,,mode_availability|point_to_point_route|scheduled_departure,mode_availability|nearest_transport|point_to_point_route,True,True,intent_ambiguity,"The query 'आवादी से मेट्रो?' ('Metro from Avadi?') is an underspecified fragment lacking a verb or question predicate. It can plausibly express inquiries about whether metro service operates from Avadi (mode_availability), how to travel from Avadi via or to metro (point_to_point_route), or the closest metro station relative to Avadi (nearest_transport). Due to genuine semantic ambiguity among these distinct functional intents, no single primary label is defensible and clarification is required.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_044,T3,tmbrm to anywhr mtro,point_to_point_route,,mode_availability|point_to_point_route|route_stop_sequence,mode_availability|point_to_point_route,True,True,intent_ambiguity,"The telegraphic query 'tmbrm to anywhr mtro' lacks a finite predicate and is genuinely ambiguous between verifying whether metro transit operates from Tambaram to anywhere (mode_availability) and requesting a point-to-point journey plan from Tambaram with an uninstantiated/wildcard destination (point_to_point_route). Because neither interpretation can be definitively asserted from the surface text alone, no single primary label is defensible.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_045,T3,54 to giundy,route_stop_membership,route_stop_membership,route_stop_membership,point_to_point_route|route_stop_membership|scheduled_departure,False,True,intent_ambiguity,"The telegraphic query specifies a route identifier ('54') and a destination halt ('giundy' / Guindy). The primary semantic interpretation is route_stop_membership (checking whether route 54 serves or goes to Guindy). Because the utterance lacks an explicit verb or question particle, secondary interpretations include point_to_point_route (seeking journey routing to Guindy using route 54) and scheduled_departure (requesting departure timings for route 54 towards Guindy), necessitating clarification.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_047,T3,एग्मोर से मटे्रो?,point_to_point_route,,mode_availability|point_to_point_route|scheduled_departure,mode_availability|point_to_point_route|scheduled_departure,True,True,intent_ambiguity|missing_slot,"The query 'एग्मोर से मटे्रो?' ('From Egmore, metro?') is an elliptic fragment containing only an origin ('एग्मोर से') and mode ('मेट्रो') without a predicate or interrogative marker. It is genuinely semantically ambiguous between checking whether metro service is operational from Egmore (mode_availability), asking for a route from Egmore with an omitted destination (point_to_point_route), and asking for departure timings (scheduled_departure). Because no single interpretation is defensible, primary_label is null and clarification is required.",primary_mismatch,1
ANN_B2_051,T3,Shenoy Nagar bus schedule or rout,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|scheduled_departure,True,True,intent_ambiguity,"The query 'Shenoy Nagar bus schedule or rout' explicitly joins two distinct functional transit requests with an alternative disjunction ('or'): timetable departures ('schedule' -> scheduled_departure) versus journey routing ('rout' -> point_to_point_route). Because neither interpretation takes semantic precedence, primary_label is null and clarification is required due to genuine intent ambiguity.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_053,T3,brdwy to anywhr mtro,point_to_point_route,point_to_point_route,mode_availability|point_to_point_route|route_stop_sequence,point_to_point_route,True,True,missing_slot,"The commuter's query 'brdwy to anywhr mtro' reflects an unambiguous point-to-point journey planning intent using the metro from Broadway. However, the destination is unspecified ('anywhr'), representing an execution incompleteness (missing destination slot) that requires clarification.",acceptable_set_mismatch,1
ANN_B2_054,T3,chck hdwy and freq of dprtrs at cntrl,service_frequency,service_frequency,service_frequency,service_frequency,False,True,missing_slot,"The commuter specifically asks for headway ('hdwy') and frequency ('freq') of departures, which directly maps to service_frequency. Clarification is necessary due to execution incompleteness (missing_slot), as the specific transit mode, line, or route operating out of Central ('cntrl') is not stated.",clarification_mismatch,1
ANN_B2_056,T3,वलचर स मट्रो,point_to_point_route,,mode_availability|point_to_point_route|scheduled_departure,mode_availability|nearest_transport|point_to_point_route,True,True,intent_ambiguity,"The utterance 'वलचर स मट्रो' (Velachery se metro) is telegraphic and underspecified, containing only an origin ('Velachery') and a mode/facility ('metro') without an action verb or interrogative marker. It is genuinely ambiguous between seeking the closest metro station from Velachery (nearest_transport), inquiring whether metro connectivity operates from Velachery (mode_availability), or requesting route navigation from Velachery via metro (point_to_point_route). Under Section 4.1 and 4.2 of the annotation guidelines, no single primary label is defensible.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_060,T3,guindy 8:30 sm,scheduled_departure,,scheduled_departure,mode_availability|point_to_point_route|scheduled_departure,False,True,intent_ambiguity,"The utterance 'guindy 8:30 sm' consists purely of a station name and a timestamp without an explicit intent marker, verb, or directional indicator. It is semantically indeterminate between requesting scheduled departures at 8:30 (scheduled_departure), planning a journey to/from Guindy (point_to_point_route), or inquiring about service operation at that time (mode_availability). Per Section 4.1 and 4.2 guidelines, genuine intent ambiguity without a defensible single primary interpretation requires setting primary_label to null with clarification required.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_061,T3,rt 5b,route_stop_sequence,,mode_availability|route_stop_sequence|scheduled_departure,realtime_status_query|route_stop_sequence|scheduled_departure,True,True,intent_ambiguity,"The utterance 'rt 5b' is an underspecified keyword fragment consisting only of an abbreviation ('rt' indicating 'route' or 'real-time') and a service identifier ('5b'). Lacking any operational verb, predicate, or question frame, the expressed semantic meaning cannot be definitively resolved to a single intent and is genuinely ambiguous between retrieving the route stop sequence, timetable departure schedule, or real-time vehicle status.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_063,T3,Central se Airport metro?,point_to_point_route,,fare_calculation|mode_availability|point_to_point_route|scheduled_departure,mode_availability|point_to_point_route,True,True,intent_ambiguity,"The elliptical query specifies origin ('Central'), destination ('Airport'), and transit mode ('metro') with a question mark, but lacks an explicit predicate. It is genuinely ambiguous between checking whether metro service operates between these points (mode_availability) and requesting route directions (point_to_point_route).",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_064,T3,Is Alandur station open right nwo?,mode_availability,first_and_last_service,first_and_last_service|mode_availability|scheduled_departure,first_and_last_service|realtime_status_query,True,False,,"The inquiry asks whether Alandur station is open at the current time ('open right nwo'), which maps to opening and closing operating limits (first_and_last_service). Under Section 3.6, temporal expressions alone do not imply realtime status unless dynamic tracking or active disruptions are explicitly demanded; realtime_status_query is retained as an acceptable secondary interpretation for live operational/disruption status.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_066,T3,is thr a drct bus or trn from prmbr to gndy,mode_availability,mode_availability,mode_availability,mode_availability|point_to_point_route,False,False,,"The user is explicitly checking the operational existence of a direct transit service (bus or train) connecting Perambur and Guindy. Per Rule 3.4, inquiries checking whether direct transit operates on a corridor map primarily to mode_availability, with point_to_point_route as an acceptable secondary interpretation.",acceptable_set_mismatch,1
ANN_B2_078,T3,Suburban live status tracker me abhi kahan pahunchi hai?,realtime_status_query,realtime_status_query,realtime_status_query,realtime_status_query,False,True,missing_slot,"The commuter specifically asks for the current dynamic location of a suburban train ('live status tracker me abhi kahan pahunchi hai'), mapping unambiguously to realtime_status_query. However, because no specific train number, service, or route is specified to perform the lookup, execution requires slot elicitation (missing_slot).",clarification_mismatch,1
ANN_B2_080,T3,570 gndy jnctn,route_stop_membership,,route_stop_membership,route_stop_membership|scheduled_departure,False,True,intent_ambiguity,The telegraphic query contains only a transit route identifier ('570') and a station/stop ('gndy jnctn' / Guindy Junction) with no predicate or functional keywords. It presents genuine semantic ambiguity between checking whether route 570 halts at Guindy Junction (route_stop_membership) and requesting the timetable or departure schedule for route 570 at Guindy Junction (scheduled_departure).,primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_084,T3,Is Egmore station open right nwo?,mode_availability,first_and_last_service,first_and_last_service|mode_availability|scheduled_departure,first_and_last_service|realtime_status_query,True,False,,"The query asks whether Egmore station is open right now, targeting station opening and operating limits defined under first_and_last_service. Under Rule 3.6, temporal phrases like 'right now' do not inherently denote realtime tracking unless dynamic disruption or tracking is demanded, though realtime_status_query remains a valid secondary interpretation.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_086,T3,tambaram local 20:00,scheduled_departure,,scheduled_departure,mode_availability|point_to_point_route|scheduled_departure,False,True,intent_ambiguity,"The keyword utterance 'tambaram local 20:00' provides only a destination/service entity and a timestamp without an interrogative or functional verb frame. Under Section 4.2, such underspecified timing/service queries exhibit genuine semantic ambiguity between timetable departure lookup (scheduled_departure), journey planning (point_to_point_route), and service existence/operational check (mode_availability), requiring clarification rather than forcing a single primary label.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_088,T3,airport 8:30 am,scheduled_departure,,scheduled_departure,point_to_point_route|scheduled_departure,False,True,intent_ambiguity,"The query consists strictly of a location ('airport') and a timestamp ('8:30 am') without directional prepositions or action verbs. It is semantically indeterminate between a journey planning request (point_to_point_route) and a timetable inquiry (scheduled_departure), representing genuine intent ambiguity with no single defensible primary label.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_090,T3,Koyambedu से next train kab hai?,scheduled_departure,scheduled_departure,first_and_last_service|mode_availability|scheduled_departure,scheduled_departure,True,True,missing_slot,"The commuter is inquiring about the timing of the next train departure from Koyambedu ('next train kab hai?'), which directly corresponds to scheduled_departure (next timetable run). While the origin is provided (Koyambedu), the destination/direction of travel is missing, representing an execution incompleteness (missing_slot) that requires clarification.",acceptable_set_mismatch,1
ANN_B2_091,T3,क्या सीएमबीटी से एयरपोर्ट यात्रा पर स्मार्ट कार्ड से डिस्काउंट मिलता है?,ticketing_and_passes,ticketing_and_passes,ticketing_and_passes,fare_calculation|ticketing_and_passes,False,False,,"The commuter inquires whether a discount applies when using a smart card for travel from CMBT to Airport. This primarily concerns smart card ticketing policies and concession rules ('ticketing_and_passes'). Given the specified origin and destination, determining the discounted ticket price serves as a plausible secondary interpretation ('fare_calculation').",acceptable_set_mismatch,1
ANN_B2_095,T3,egmore bus schedule or route,scheduled_departure,,point_to_point_route|route_stop_sequence|scheduled_departure,point_to_point_route|scheduled_departure,True,True,intent_ambiguity|multiple_goals,"The query presents two distinct operational intents joined by the disjunctive 'or'—requesting either timetable timings ('scheduled_departure') or transit journey routing ('point_to_point_route') for buses at Egmore. Because neither intent is uniquely favored, no single primary label is defensible, requiring clarification due to genuine intent ambiguity and multiple expressed goals.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_097,T3,guindy midnight train,first_and_last_service,,first_and_last_service,first_and_last_service|mode_availability|point_to_point_route|scheduled_departure,False,True,intent_ambiguity,"The telegraphic query 'guindy midnight train' lacks an explicit interrogative or functional verb, creating genuine semantic ambiguity among late-night operating limits/last service (first_and_last_service), scheduled departure times around midnight (scheduled_departure), operational availability of trains at that hour (mode_availability), and journey planning from Guindy (point_to_point_route). Under Section 4.1 and 4.2 guidelines, no single primary label is defensible without clarification.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_098,T3,Koyambedu to anywhere metro?,point_to_point_route,point_to_point_route,mode_availability|point_to_point_route|route_stop_sequence,point_to_point_route,True,True,missing_slot,"The utterance expresses a journey planning inquiry (point_to_point_route) for metro transit originating from Koyambedu. The word 'anywhere' represents an underspecified or unfilled destination slot. In accordance with Section 4.2, this is an execution incompleteness issue (missing_slot) rather than intent ambiguity, so primary_label is retained as point_to_point_route while requiring clarification for the destination.",acceptable_set_mismatch,1
ANN_B2_099,T3,Koyambedu se Alandur badalna kahan padega?,interchange_transfer,interchange_transfer,interchange_transfer,interchange_transfer|point_to_point_route,False,False,,"The commuter specifically asks where they need to transfer or change vehicles ('badalna kahan padega') between Koyambedu and Alandur, making interchange_transfer the primary semantic intent. Since the query also specifies an origin and destination within an implied journey, point_to_point_route is a plausible secondary label.",acceptable_set_mismatch,1
ANN_B2_101,T3,102 to sholinganallur ,route_stop_membership,route_stop_membership,route_stop_membership,point_to_point_route|route_stop_membership|scheduled_departure,False,False,,"The utterance pairs a transit route ('102') with a specific destination halt ('sholinganallur') using 'to', directly expressing an inquiry into whether route 102 serves or halts at Sholinganallur (route_stop_membership). Valid secondary interpretations in commuter search logs include journey planning (point_to_point_route) with an implied current-location origin, or timetable departures (scheduled_departure).",acceptable_set_mismatch,1
ANN_B2_103,T3,Anna Nagar se Central?,point_to_point_route,point_to_point_route,fare_calculation|interchange_transfer|mode_availability|point_to_point_route,point_to_point_route,True,False,,"The utterance specifies an origin ('Anna Nagar') and destination ('Central') using the postposition 'se' ('from Anna Nagar to Central?'), expressing a point-to-point journey planning inquiry without modal constraints.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_107,T3,54 to broadwa,route_stop_membership,,route_stop_membership,point_to_point_route|route_stop_membership|route_stop_sequence|scheduled_departure,False,True,intent_ambiguity,"The telegraphic query '54 to broadwa' provides only a route identifier (54) and a destination/headsign (Broadway) with no verb or question particle. It is semantically indeterminate among requesting route stops (route_stop_sequence), scheduled timetable departures (scheduled_departure), whether 54 serves Broadway (route_stop_membership), or journey planning (point_to_point_route). Under Section 4.1, genuine intent ambiguity with no single defensible primary label requires primary_label to be null with clarification_required set to true.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_112,T3,is thiruvanmiyur station open right now,mode_availability,first_and_last_service,first_and_last_service|mode_availability|scheduled_departure,first_and_last_service|realtime_status_query,True,False,,"The commuter inquires whether Thiruvanmiyur station is open at the current moment, which directly relates to station opening and closing service operating limits (first_and_last_service). Under boundary rule 3.6, temporal phrases like 'right now' alone do not mandate a realtime classification unless dynamic tracking or active disruption is explicitly requested; however, inquiring about current live operational/closure status serves as a valid secondary interpretation.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_113,T3,Route 70V?,route_stop_sequence,,mode_availability|route_stop_sequence|scheduled_departure,mode_availability|route_stop_sequence|scheduled_departure,True,True,intent_ambiguity,"The utterance 'Route 70V?' specifies only a route identifier without any action, question word, or predicate. It exhibits genuine semantic ambiguity between seeking the route's stop sequence/path (route_stop_sequence), scheduled timetable/departures (scheduled_departure), or service operational availability (mode_availability).",primary_mismatch,1
ANN_B2_114,T3,Route D70?,route_stop_sequence,,mode_availability|route_stop_sequence|scheduled_departure,mode_availability|route_stop_sequence|scheduled_departure,True,True,intent_ambiguity,"The utterance 'Route D70?' specifies a route designator without any question word, action, or predicate. It exhibits genuine intent ambiguity among requesting the route's stop sequence, scheduled departure timetable, or checking operational service availability.",primary_mismatch,1
