utterance_id,semantic_scenario_id,contrast_group_id,semantic_family_id,family_id,paraphrase_group_id,query,clean_query,language_class,language,script,code_switch_level,noise_level,noise_type,semantic_operation,semantic_subtype,T2_label,T3_label,slots_json,canonical_entities_json,answerability_status,ambiguity_type,clarification_required,acceptable_secondary_labels,generation_method,author_source,human_reviewed,review_status
GB1_01315,HB_REALTIME_STATUS_QUERY_68262,,hard_live_tracker,hard_live_tracker_hi_latn,PG_hard_live_tracker_hi_latn,Live tracker me check karke batao bus to Koyambedu abhi kha pahunchi,Live tracker me check karke batao bus to Koyambedu abhi kahan pahunchi,HI_LATN,hi,Latn,CS2,N2,phonetic_transliteration_misspelling,REJECT_UNSUPPORTED_REALTIME,realtime,realtime_status_query,realtime_status_query,{},[],REQUIRES_REALTIME_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01316,HB_OUT_OF_SCOPE_50534,,hard_restaurants,hard_restaurants_en,PG_hard_restaurants_en,Good South Indian vegetarian restaurants near Koyambedu station?,Good South Indian vegetarian restaurants near Koyambedu station?,EN,en,Latn,CS0,N0,clean,REJECT_OUT_OF_SCOPE,out_of_scope,out_of_scope,out_of_scope,{},[],OUT_OF_SCOPE,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01317,HB_FIRST_AND_LAST_SERVICE_70584,,hard_first_deva,hard_first_deva_hi_deva,PG_hard_first_deva_hi_deva,कयमबड स सुबह पहल गड़ कितन बज छूटत है,कोयम्बेडु से सुबह पहली गाड़ी कितने बजे छूटती है?,HI_DEVA,hi,Deva,CS0,N4,vowel_omission_and_truncation,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01318,HB_STATION_FACILITIES_53636,,hard_facil_deva,hard_facil_deva_hi_deva,PG_hard_facil_deva_hi_deva,कोयम्बेडु स्टेशन पर पार्किंग की क्या व्यवस्था है?,कोयम्बेडु स्टेशन पर पार्किंग की क्या व्यवस्था है?,HI_DEVA,hi,Deva,CS0,N0,clean,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01319,HB_NEAREST_TRANSPORT_85515,,hard_near_deva,hard_near_deva_hi_deva,PG_hard_near_deva_hi_deva,कोयम्बेडु के सबसे पास कौन सा सार्वजनिक परिवहन स्टॉप है?,कोयम्बेडु के सबसे पास कौन सा सार्वजनिक परिवहन स्टॉप है?,HI_DEVA,hi,Deva,CS0,N0,clean,FIND_NEAREST_STATION,nearest,nearest_transport,nearest_transport,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01320,HB_MODE_AVAILABILITY_99467,,hard_avail_deva,hard_avail_deva_hi_deva,PG_hard_avail_deva_hi_deva,क्या कोयम्बेडु के लिए सिधी मेट्रो सेवा उपलब्ध है,क्या कोयम्बेडु के लिए सीधी मेट्रो सेवा उपलब्ध है?,HI_DEVA,hi,Deva,CS0,N2,phonetic_transliteration_misspelling,CHECK_SERVICE_AVAILABILITY,availability,service_availability,mode_availability,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01321,HB_POINT_TO_POINT_ROUTE_11631,,hard_traffic_route,hard_traffic_route_en,PG_hard_traffic_route_en,How to reach Tambaram without getting stuck in traffic via public transit?,How to reach Tambaram without getting stuck in traffic via public transit?,EN,en,Latn,CS0,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01322,HB_POINT_TO_POINT_ROUTE_26205,,hard_convenient_route,hard_convenient_route_hi_latn,PG_hard_convenient_route_hi_latn,Tambaram jaane ke liye sabse convenient metro ya bus route batao,Tambaram jaane ke liye sabse convenient metro ya bus route batao,HI_LATN,hi,Latn,CS2,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01323,HB_SCHEDULED_DEPARTURE_91297,,hard_morning_sched,hard_morning_sched_en,PG_hard_morning_sched_en,wht is the schdl of mrnng trns dprtng frm tmbrm,What is the schedule of morning trains departing from Tambaram?,EN,en,Latn,CS0,N5,commuter_sms_chat_shorthand,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01324,HB_FIRST_AND_LAST_SERVICE_60098,,hard_night_last,hard_night_last_hinglish_latn,PG_hard_night_last_hinglish_latn,tmbrm s nght lst mtro trn ktn bj tak mlt h,Tambaram se night last metro train kitne baje tak milti hai?,HINGLISH_LATN,hi,Latn,CS3,N5,commuter_sms_chat_shorthand,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01325,HB_SERVICE_FREQUENCY_94632,,hard_train_gap,hard_train_gap_hinglish_latn,PG_hard_train_gap_hinglish_latn,Tambaram station par trains kitne minutes ke gap me run karti hain?,Tambaram station par trains kitne minutes ke gap me run karti hain?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_SERVICE_FREQUENCY,frequency,service_timing,service_frequency,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01326,HB_STATION_FACILITIES_32979,,hard_parking_safe,hard_parking_safe_en,PG_hard_parking_safe_en,Is vehicle parking safe and available at Tambaram station for cmomuters?,Is vehicle parking safe and available at Tambaram station for commuters?,EN,en,Latn,CS0,N3,keyboard_adjacent_typo,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01327,HB_STATION_ACCESSIBILITY_11560,,hard_senior_a11y,hard_senior_a11y_hinglish_latn,PG_hard_senior_a11y_hinglish_latn,Tambaram stn par senior citizens ke liye lift ya escalator facility hai,Tambaram station par senior citizens ke liye lift ya escalator facility hai?,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01328,HB_FARE_CALCULATION_06990,,hard_fare_token,hard_fare_token_en,PG_hard_fare_token_en,what is the trnst tkn fare to tmbrm from cntrl,What is the transit token fare to Tambaram from Central?,EN,en,Latn,CS0,N4,vowel_omission_and_truncation,CALCULATE_FARE,fare,fare_query,fare_calculation,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01329,HB_TICKETING_AND_PASSES_75843,,hard_pass_issue,hard_pass_issue_hinglish_latn,PG_hard_pass_issue_hinglish_latn,Tambaram metro counter par monthly transit pass issue hota hai kya?,Tambaram metro counter par monthly transit pass issue hota hai kya?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_TICKETING_POLICY,ticketing,ticketing_rules,ticketing_and_passes,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01330,HB_REALTIME_STATUS_QUERY_84779,,hard_live_tracker,hard_live_tracker_hi_latn,PG_hard_live_tracker_hi_latn,Live tracker me check karke batao bus to Tambaram abhi kahan phaunchi,Live tracker me check karke batao bus to Tambaram abhi kahan pahunchi,HI_LATN,hi,Latn,CS2,N3,keyboard_adjacent_typo,REJECT_UNSUPPORTED_REALTIME,realtime,realtime_status_query,realtime_status_query,{},[],REQUIRES_REALTIME_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01331,HB_OUT_OF_SCOPE_37297,,hard_restaurants,hard_restaurants_en,PG_hard_restaurants_en,gd sth ndn vgtrn rstrnts nr tmbrm stn,Good South Indian vegetarian restaurants near Tambaram station?,EN,en,Latn,CS0,N5,commuter_sms_chat_shorthand,REJECT_OUT_OF_SCOPE,out_of_scope,out_of_scope,out_of_scope,{},[],OUT_OF_SCOPE,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01332,HB_FIRST_AND_LAST_SERVICE_77649,,hard_first_deva,hard_first_deva_hi_deva,PG_hard_first_deva_hi_deva,तांबरम से सुबह पहली गाड़ी कितने बजे छूटती है,तांबरम से सुबह पहली गाड़ी कितने बजे छूटती है?,HI_DEVA,hi,Deva,CS0,N1,casing_and_punctuation_normalization,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01333,HB_STATION_FACILITIES_84367,,hard_facil_deva,hard_facil_deva_hi_deva,PG_hard_facil_deva_hi_deva,तांबरम स्टेशन पर पार्किंग कि क्या व्यवस्था है,तांबरम स्टेशन पर पार्किंग की क्या व्यवस्था है?,HI_DEVA,hi,Deva,CS0,N2,phonetic_transliteration_misspelling,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01334,HB_NEAREST_TRANSPORT_08602,,hard_near_deva,hard_near_deva_hi_deva,PG_hard_near_deva_hi_deva,तांबरम के सबसे पास कौन सा सार्वजनिक परिवहन स्टॉप है?,तांबरम के सबसे पास कौन सा सार्वजनिक परिवहन स्टॉप है?,HI_DEVA,hi,Deva,CS0,N0,clean,FIND_NEAREST_STATION,nearest,nearest_transport,nearest_transport,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01335,HB_MODE_AVAILABILITY_27556,,hard_avail_deva,hard_avail_deva_hi_deva,PG_hard_avail_deva_hi_deva,क्या तांबरम के लिए सीधी मेट्रो सेवा उपलब्ध है,क्या तांबरम के लिए सीधी मेट्रो सेवा उपलब्ध है?,HI_DEVA,hi,Deva,CS0,N1,casing_and_punctuation_normalization,CHECK_SERVICE_AVAILABILITY,availability,service_availability,mode_availability,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01336,HB_POINT_TO_POINT_ROUTE_17433,,hard_traffic_route,hard_traffic_route_en,PG_hard_traffic_route_en,How to reach Vadapalani without getting stuck in traffic via public transit?,How to reach Vadapalani without getting stuck in traffic via public transit?,EN,en,Latn,CS0,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01337,HB_POINT_TO_POINT_ROUTE_77955,,hard_convenient_route,hard_convenient_route_hi_latn,PG_hard_convenient_route_hi_latn,vadapalani jaane ke liye sabse convenient metro ya bus route batao,Vadapalani jaane ke liye sabse convenient metro ya bus route batao,HI_LATN,hi,Latn,CS2,N1,casing_and_punctuation_normalization,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01338,HB_SCHEDULED_DEPARTURE_03204,,hard_morning_sched,hard_morning_sched_en,PG_hard_morning_sched_en,What is the schedule of morning trains departing from Vadapalani?,What is the schedule of morning trains departing from Vadapalani?,EN,en,Latn,CS0,N0,clean,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01339,HB_FIRST_AND_LAST_SERVICE_22775,,hard_night_last,hard_night_last_hinglish_latn,PG_hard_night_last_hinglish_latn,Vadapalani se night last metro train kitne baje tak milti hia?,Vadapalani se night last metro train kitne baje tak milti hai?,HINGLISH_LATN,hi,Latn,CS3,N3,keyboard_adjacent_typo,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01340,HB_SERVICE_FREQUENCY_24163,,hard_train_gap,hard_train_gap_hinglish_latn,PG_hard_train_gap_hinglish_latn,Vadapalani station par trains ktne minutes ke gap me run karti hain,Vadapalani station par trains kitne minutes ke gap me run karti hain?,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,GET_SERVICE_FREQUENCY,frequency,service_timing,service_frequency,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01341,HB_STATION_FACILITIES_55955,,hard_parking_safe,hard_parking_safe_en,PG_hard_parking_safe_en,is vehicle parking safe and available at vadapalani station for commuters,Is vehicle parking safe and available at Vadapalani station for commuters?,EN,en,Latn,CS0,N1,casing_and_punctuation_normalization,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01342,HB_STATION_ACCESSIBILITY_21079,,hard_senior_a11y,hard_senior_a11y_hinglish_latn,PG_hard_senior_a11y_hinglish_latn,Vadapalani station par senior citizens ke liye lift ya escalator facility hia?,Vadapalani station par senior citizens ke liye lift ya escalator facility hai?,HINGLISH_LATN,hi,Latn,CS3,N3,keyboard_adjacent_typo,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01343,HB_FARE_CALCULATION_26933,,hard_fare_token,hard_fare_token_en,PG_hard_fare_token_en,What is the transit token fare to Vadapalani from Central?,What is the transit token fare to Vadapalani from Central?,EN,en,Latn,CS0,N0,clean,CALCULATE_FARE,fare,fare_query,fare_calculation,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01344,HB_TICKETING_AND_PASSES_77848,,hard_pass_issue,hard_pass_issue_hinglish_latn,PG_hard_pass_issue_hinglish_latn,vadapalani metro counter par monthly transit pass issue hota hai kya,Vadapalani metro counter par monthly transit pass issue hota hai kya?,HINGLISH_LATN,hi,Latn,CS3,N1,casing_and_punctuation_normalization,GET_TICKETING_POLICY,ticketing,ticketing_rules,ticketing_and_passes,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01345,HB_REALTIME_STATUS_QUERY_94550,,hard_live_tracker,hard_live_tracker_hi_latn,PG_hard_live_tracker_hi_latn,live tracker me check karke batao bus to vadapalani abhi kahan pahunchi,Live tracker me check karke batao bus to Vadapalani abhi kahan pahunchi,HI_LATN,hi,Latn,CS2,N1,casing_and_punctuation_normalization,REJECT_UNSUPPORTED_REALTIME,realtime,realtime_status_query,realtime_status_query,{},[],REQUIRES_REALTIME_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01346,HB_OUT_OF_SCOPE_14052,,hard_restaurants,hard_restaurants_en,PG_hard_restaurants_en,good south indian vegetarian restaurants near vadapalani station,Good South Indian vegetarian restaurants near Vadapalani station?,EN,en,Latn,CS0,N1,casing_and_punctuation_normalization,REJECT_OUT_OF_SCOPE,out_of_scope,out_of_scope,out_of_scope,{},[],OUT_OF_SCOPE,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01347,HB_FIRST_AND_LAST_SERVICE_63632,,hard_first_deva,hard_first_deva_hi_deva,PG_hard_first_deva_hi_deva,वडपलनी से सुबह पहली गाड़ी कितने बजे छूटती है?,वडपलनी से सुबह पहली गाड़ी कितने बजे छूटती है?,HI_DEVA,hi,Deva,CS0,N0,clean,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01348,HB_STATION_FACILITIES_03239,,hard_facil_deva,hard_facil_deva_hi_deva,PG_hard_facil_deva_hi_deva,वडपलनी स्टेशन पर पार्किंग की क्या व्यवस्था है?,वडपलनी स्टेशन पर पार्किंग की क्या व्यवस्था है?,HI_DEVA,hi,Deva,CS0,N0,clean,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01349,HB_NEAREST_TRANSPORT_89082,,hard_near_deva,hard_near_deva_hi_deva,PG_hard_near_deva_hi_deva,वडपलनी के सबसे पास कौन सा सार्वजनिक परिवहन स्टॉप ह?ै,वडपलनी के सबसे पास कौन सा सार्वजनिक परिवहन स्टॉप है?,HI_DEVA,hi,Deva,CS0,N3,keyboard_adjacent_typo,FIND_NEAREST_STATION,nearest,nearest_transport,nearest_transport,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01350,HB_MODE_AVAILABILITY_56570,,hard_avail_deva,hard_avail_deva_hi_deva,PG_hard_avail_deva_hi_deva,क्या वडपलनि के लिए सीधी मेट्रो सेवा उपलब्ध है,क्या वडपलनी के लिए सीधी मेट्रो सेवा उपलब्ध है?,HI_DEVA,hi,Deva,CS0,N2,phonetic_transliteration_misspelling,CHECK_SERVICE_AVAILABILITY,availability,service_availability,mode_availability,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01351,HB_POINT_TO_POINT_ROUTE_56552,,hard_traffic_route,hard_traffic_route_en,PG_hard_traffic_route_en,how to reach anna nagar without getting stuck in traffic via public transit,How to reach Anna Nagar without getting stuck in traffic via public transit?,EN,en,Latn,CS0,N1,casing_and_punctuation_normalization,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01352,HB_POINT_TO_POINT_ROUTE_50275,,hard_convenient_route,hard_convenient_route_hi_latn,PG_hard_convenient_route_hi_latn,Anna Nagar jaane ke liye sabse convenient metro ya bus route btaao,Anna Nagar jaane ke liye sabse convenient metro ya bus route batao,HI_LATN,hi,Latn,CS2,N3,keyboard_adjacent_typo,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01353,HB_SCHEDULED_DEPARTURE_62057,,hard_morning_sched,hard_morning_sched_en,PG_hard_morning_sched_en,what is the schedule of morning trains departing from anna nagar,What is the schedule of morning trains departing from Anna Nagar?,EN,en,Latn,CS0,N1,casing_and_punctuation_normalization,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01354,HB_FIRST_AND_LAST_SERVICE_17657,,hard_night_last,hard_night_last_hinglish_latn,PG_hard_night_last_hinglish_latn,anna nagar se night last metro train kitne baje tak milti hai,Anna Nagar se night last metro train kitne baje tak milti hai?,HINGLISH_LATN,hi,Latn,CS3,N1,casing_and_punctuation_normalization,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01355,HB_SERVICE_FREQUENCY_09666,,hard_train_gap,hard_train_gap_hinglish_latn,PG_hard_train_gap_hinglish_latn,Anna Nagar station par trains ktne minutes ke gap me run karti hain,Anna Nagar station par trains kitne minutes ke gap me run karti hain?,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,GET_SERVICE_FREQUENCY,frequency,service_timing,service_frequency,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01356,HB_STATION_FACILITIES_59632,,hard_parking_safe,hard_parking_safe_en,PG_hard_parking_safe_en,Is vehicle parking safe and available at Anna Nagar station for commuters?,Is vehicle parking safe and available at Anna Nagar station for commuters?,EN,en,Latn,CS0,N0,clean,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01357,HB_STATION_ACCESSIBILITY_12644,,hard_senior_a11y,hard_senior_a11y_hinglish_latn,PG_hard_senior_a11y_hinglish_latn,Anna Nagar station par senior citizens ke liye lift ya escalator facility hai?,Anna Nagar station par senior citizens ke liye lift ya escalator facility hai?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01358,HB_FARE_CALCULATION_65197,,hard_fare_token,hard_fare_token_en,PG_hard_fare_token_en,wht is the trnst tkn fr to nn ngr frm cntrl,What is the transit token fare to Anna Nagar from Central?,EN,en,Latn,CS0,N5,commuter_sms_chat_shorthand,CALCULATE_FARE,fare,fare_query,fare_calculation,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01359,HB_TICKETING_AND_PASSES_85061,,hard_pass_issue,hard_pass_issue_hinglish_latn,PG_hard_pass_issue_hinglish_latn,Anna Nagar mtro counter par monthly transit pass issue hota hai kya,Anna Nagar metro counter par monthly transit pass issue hota hai kya?,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,GET_TICKETING_POLICY,ticketing,ticketing_rules,ticketing_and_passes,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01360,HB_REALTIME_STATUS_QUERY_83518,,hard_live_tracker,hard_live_tracker_hi_latn,PG_hard_live_tracker_hi_latn,Live tracker me check karke batao bus to Anna Nagar abhi kahan pahunchi,Live tracker me check karke batao bus to Anna Nagar abhi kahan pahunchi,HI_LATN,hi,Latn,CS2,N0,clean,REJECT_UNSUPPORTED_REALTIME,realtime,realtime_status_query,realtime_status_query,{},[],REQUIRES_REALTIME_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01361,HB_OUT_OF_SCOPE_12663,,hard_restaurants,hard_restaurants_en,PG_hard_restaurants_en,Good South Indian vegetarian restaurants near Anna Nagar stn,Good South Indian vegetarian restaurants near Anna Nagar station?,EN,en,Latn,CS0,N2,phonetic_transliteration_misspelling,REJECT_OUT_OF_SCOPE,out_of_scope,out_of_scope,out_of_scope,{},[],OUT_OF_SCOPE,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01362,HB_FIRST_AND_LAST_SERVICE_42594,,hard_first_deva,hard_first_deva_hi_deva,PG_hard_first_deva_hi_deva,अन्न नगर स सबह पहल गड़ कितन बज छूटत ह,अन्ना नगर से सुबह पहली गाड़ी कितने बजे छूटती है?,HI_DEVA,hi,Deva,CS0,N5,commuter_sms_chat_shorthand,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01363,HB_STATION_FACILITIES_45790,,hard_facil_deva,hard_facil_deva_hi_deva,PG_hard_facil_deva_hi_deva,अन्न नगर स्टशन पर पर्किंग क क्य वयवसथ है,अन्ना नगर स्टेशन पर पार्किंग की क्या व्यवस्था है?,HI_DEVA,hi,Deva,CS0,N4,vowel_omission_and_truncation,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01364,HB_NEAREST_TRANSPORT_52474,,hard_near_deva,hard_near_deva_hi_deva,PG_hard_near_deva_hi_deva,अन्ना नगर के सबसे पास कौन सा सार्वजनिक परिवहन स्टॉप ह?ै,अन्ना नगर के सबसे पास कौन सा सार्वजनिक परिवहन स्टॉप है?,HI_DEVA,hi,Deva,CS0,N3,keyboard_adjacent_typo,FIND_NEAREST_STATION,nearest,nearest_transport,nearest_transport,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01365,HB_MODE_AVAILABILITY_56084,,hard_avail_deva,hard_avail_deva_hi_deva,PG_hard_avail_deva_hi_deva,क्य अन्न नगर क लिए सध मट्रो सव उपलबध है,क्या अन्ना नगर के लिए सीधी मेट्रो सेवा उपलब्ध है?,HI_DEVA,hi,Deva,CS0,N4,vowel_omission_and_truncation,CHECK_SERVICE_AVAILABILITY,availability,service_availability,mode_availability,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01366,HB_POINT_TO_POINT_ROUTE_70627,,hard_traffic_route,hard_traffic_route_en,PG_hard_traffic_route_en,How to reach Egmore without getting stuck in traffic via public transit?,How to reach Egmore without getting stuck in traffic via public transit?,EN,en,Latn,CS0,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01367,HB_POINT_TO_POINT_ROUTE_62740,,hard_convenient_route,hard_convenient_route_hi_latn,PG_hard_convenient_route_hi_latn,Egmore jaane ke liye sabse convenient metro ya bus route batao,Egmore jaane ke liye sabse convenient metro ya bus route batao,HI_LATN,hi,Latn,CS2,N0,clean,PLAN_ROUTE,point_to_point,route_query,point_to_point_route,{},[],ANSWERABLE_WITH_PROVISIONAL_DATA,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01368,HB_SCHEDULED_DEPARTURE_87395,,hard_morning_sched,hard_morning_sched_en,PG_hard_morning_sched_en,wht is the schdl of mrnng trns dprtng frm gmr,What is the schedule of morning trains departing from Egmore?,EN,en,Latn,CS0,N5,commuter_sms_chat_shorthand,GET_SCHEDULED_DEPARTURES,scheduled_departure,service_timing,scheduled_departure,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01369,HB_FIRST_AND_LAST_SERVICE_49197,,hard_night_last,hard_night_last_hinglish_latn,PG_hard_night_last_hinglish_latn,gmr s nght lst mtro trn ktn bj tak mlt h,Egmore se night last metro train kitne baje tak milti hai?,HINGLISH_LATN,hi,Latn,CS3,N5,commuter_sms_chat_shorthand,GET_FIRST_LAST_SERVICE,first_last,service_timing,first_and_last_service,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
GB1_01370,HB_SERVICE_FREQUENCY_25297,,hard_train_gap,hard_train_gap_hinglish_latn,PG_hard_train_gap_hinglish_latn,gmr stn pr trns ktn mnts ke gap me run krt hn,Egmore station par trains kitne minutes ke gap me run karti hain?,HINGLISH_LATN,hi,Latn,CS3,N5,commuter_sms_chat_shorthand,GET_SERVICE_FREQUENCY,frequency,service_timing,service_frequency,{},[],ANSWERABLE_NOW,none,False,[],expert_grounded_authoring,independent_commuter_authoring,True,approved
